@relation balance
@attribute Left-weight real [1.0, 5.0]
@attribute Left-distance real [1.0, 5.0]
@attribute Right-weight real [1.0, 5.0]
@attribute Right-distance real [1.0, 5.0]
@attribute Balance_scale integer [1, 3]
@inputs Left-weight, Left-distance, Right-weight, Right-distance
@outputs Balance_scale
@data
3.0, 4.0, 4.0, 2.0, 1
3.0, 4.0, 4.0, 3.0, 2
3.0, 4.0, 4.0, 4.0, 3
3.0, 4.0, 4.0, 5.0, 3
3.0, 4.0, 5.0, 1.0, 1
3.0, 4.0, 5.0, 2.0, 1
3.0, 4.0, 5.0, 3.0, 3
3.0, 4.0, 5.0, 4.0, 3
3.0, 4.0, 5.0, 5.0, 3
3.0, 5.0, 1.0, 1.0, 1
3.0, 5.0, 1.0, 2.0, 1
3.0, 5.0, 1.0, 3.0, 1
3.0, 5.0, 1.0, 4.0, 1
3.0, 5.0, 1.0, 5.0, 1
3.0, 5.0, 2.0, 1.0, 1
3.0, 5.0, 2.0, 2.0, 1
3.0, 5.0, 2.0, 3.0, 1
3.0, 5.0, 2.0, 4.0, 1
3.0, 5.0, 2.0, 5.0, 1
3.0, 5.0, 3.0, 1.0, 1
3.0, 5.0, 3.0, 2.0, 1
3.0, 5.0, 3.0, 3.0, 1
3.0, 5.0, 3.0, 4.0, 1
3.0, 5.0, 3.0, 5.0, 2
3.0, 5.0, 4.0, 1.0, 1
3.0, 5.0, 4.0, 2.0, 1
3.0, 5.0, 4.0, 3.0, 1
3.0, 5.0, 4.0, 4.0, 3
3.0, 5.0, 4.0, 5.0, 3
3.0, 5.0, 5.0, 1.0, 1
3.0, 5.0, 5.0, 2.0, 1
3.0, 5.0, 5.0, 4.0, 3
3.0, 5.0, 5.0, 5.0, 3
4.0, 1.0, 1.0, 1.0, 1
4.0, 1.0, 1.0, 2.0, 1
4.0, 1.0, 1.0, 3.0, 1
4.0, 1.0, 1.0, 4.0, 2
4.0, 1.0, 1.0, 5.0, 3
4.0, 1.0, 2.0, 2.0, 2
4.0, 1.0, 2.0, 4.0, 3
4.0, 1.0, 2.0, 5.0, 3
4.0, 1.0, 3.0, 1.0, 1
4.0, 1.0, 3.0, 2.0, 3
4.0, 1.0, 3.0, 3.0, 3
4.0, 1.0, 4.0, 1.0, 2
4.0, 1.0, 4.0, 2.0, 3
4.0, 1.0, 4.0, 3.0, 3
4.0, 1.0, 4.0, 4.0, 3
4.0, 1.0, 4.0, 5.0, 3
4.0, 1.0, 5.0, 2.0, 3
4.0, 1.0, 5.0, 3.0, 3
4.0, 1.0, 5.0, 4.0, 3
4.0, 1.0, 5.0, 5.0, 3
4.0, 2.0, 1.0, 1.0, 1
4.0, 2.0, 1.0, 2.0, 1
4.0, 2.0, 1.0, 3.0, 1
4.0, 2.0, 1.0, 4.0, 1
4.0, 2.0, 1.0, 5.0, 1
4.0, 2.0, 2.0, 1.0, 1
4.0, 2.0, 2.0, 2.0, 1
4.0, 2.0, 2.0, 3.0, 1
4.0, 2.0, 2.0, 4.0, 2
4.0, 2.0, 2.0, 5.0, 3
4.0, 2.0, 3.0, 1.0, 1
4.0, 2.0, 3.0, 2.0, 1
4.0, 2.0, 3.0, 3.0, 3
4.0, 2.0, 3.0, 4.0, 3
4.0, 2.0, 3.0, 5.0, 3
4.0, 2.0, 4.0, 1.0, 1
4.0, 2.0, 4.0, 2.0, 2
4.0, 2.0, 4.0, 4.0, 3
4.0, 2.0, 4.0, 5.0, 3
4.0, 2.0, 5.0, 1.0, 1
4.0, 2.0, 5.0, 2.0, 3
4.0, 2.0, 5.0, 3.0, 3
4.0, 2.0, 5.0, 4.0, 3
4.0, 2.0, 5.0, 5.0, 3
4.0, 3.0, 1.0, 1.0, 1
4.0, 3.0, 1.0, 2.0, 1
4.0, 3.0, 1.0, 3.0, 1
4.0, 3.0, 1.0, 4.0, 1
4.0, 3.0, 1.0, 5.0, 1
4.0, 3.0, 2.0, 3.0, 1
4.0, 3.0, 2.0, 4.0, 1
4.0, 3.0, 2.0, 5.0, 1
4.0, 3.0, 3.0, 2.0, 1
4.0, 3.0, 3.0, 3.0, 1
4.0, 3.0, 3.0, 4.0, 2
4.0, 3.0, 3.0, 5.0, 3
4.0, 3.0, 4.0, 1.0, 1
4.0, 3.0, 4.0, 2.0, 1
4.0, 3.0, 4.0, 3.0, 2
4.0, 3.0, 4.0, 4.0, 3
4.0, 3.0, 4.0, 5.0, 3
4.0, 3.0, 5.0, 1.0, 1
4.0, 3.0, 5.0, 2.0, 1
4.0, 3.0, 5.0, 3.0, 3
4.0, 3.0, 5.0, 4.0, 3
4.0, 3.0, 5.0, 5.0, 3
4.0, 4.0, 1.0, 1.0, 1
4.0, 4.0, 1.0, 2.0, 1
4.0, 4.0, 1.0, 3.0, 1
4.0, 4.0, 1.0, 4.0, 1
4.0, 4.0, 1.0, 5.0, 1
4.0, 4.0, 2.0, 1.0, 1
4.0, 4.0, 2.0, 2.0, 1
4.0, 4.0, 2.0, 3.0, 1
4.0, 4.0, 2.0, 4.0, 1
4.0, 4.0, 2.0, 5.0, 1
4.0, 4.0, 3.0, 1.0, 1
4.0, 4.0, 3.0, 3.0, 1
4.0, 4.0, 3.0, 4.0, 1
4.0, 4.0, 3.0, 5.0, 1
4.0, 4.0, 4.0, 1.0, 1
4.0, 4.0, 4.0, 2.0, 1
4.0, 4.0, 4.0, 3.0, 1
4.0, 4.0, 4.0, 5.0, 3
4.0, 4.0, 5.0, 1.0, 1
4.0, 4.0, 5.0, 2.0, 1
4.0, 4.0, 5.0, 3.0, 1
4.0, 4.0, 5.0, 4.0, 3
4.0, 5.0, 1.0, 1.0, 1
4.0, 5.0, 1.0, 2.0, 1
4.0, 5.0, 1.0, 3.0, 1
4.0, 5.0, 1.0, 4.0, 1
4.0, 5.0, 1.0, 5.0, 1
4.0, 5.0, 2.0, 1.0, 1
4.0, 5.0, 2.0, 2.0, 1
4.0, 5.0, 2.0, 3.0, 1
4.0, 5.0, 2.0, 4.0, 1
4.0, 5.0, 2.0, 5.0, 1
4.0, 5.0, 3.0, 1.0, 1
4.0, 5.0, 3.0, 2.0, 1
4.0, 5.0, 3.0, 4.0, 1
4.0, 5.0, 3.0, 5.0, 1
4.0, 5.0, 4.0, 1.0, 1
4.0, 5.0, 4.0, 2.0, 1
4.0, 5.0, 4.0, 3.0, 1
4.0, 5.0, 4.0, 4.0, 1
4.0, 5.0, 5.0, 1.0, 1
4.0, 5.0, 5.0, 3.0, 1
4.0, 5.0, 5.0, 4.0, 2
4.0, 5.0, 5.0, 5.0, 3
5.0, 1.0, 1.0, 1.0, 1
5.0, 1.0, 1.0, 2.0, 1
5.0, 1.0, 1.0, 3.0, 1
5.0, 1.0, 1.0, 4.0, 1
5.0, 1.0, 1.0, 5.0, 2
5.0, 1.0, 2.0, 1.0, 1
5.0, 1.0, 2.0, 2.0, 1
5.0, 1.0, 2.0, 3.0, 3
5.0, 1.0, 2.0, 4.0, 3
5.0, 1.0, 2.0, 5.0, 3
5.0, 1.0, 3.0, 1.0, 1
5.0, 1.0, 3.0, 2.0, 3
5.0, 1.0, 3.0, 3.0, 3
5.0, 1.0, 3.0, 4.0, 3
5.0, 1.0, 3.0, 5.0, 3
5.0, 1.0, 4.0, 1.0, 1
5.0, 1.0, 4.0, 2.0, 3
5.0, 1.0, 4.0, 3.0, 3
5.0, 1.0, 4.0, 4.0, 3
5.0, 1.0, 4.0, 5.0, 3
5.0, 1.0, 5.0, 1.0, 2
5.0, 1.0, 5.0, 2.0, 3
5.0, 1.0, 5.0, 3.0, 3
5.0, 1.0, 5.0, 4.0, 3
5.0, 1.0, 5.0, 5.0, 3
5.0, 2.0, 1.0, 1.0, 1
5.0, 2.0, 1.0, 2.0, 1
5.0, 2.0, 1.0, 3.0, 1
5.0, 2.0, 1.0, 4.0, 1
5.0, 2.0, 1.0, 5.0, 1
5.0, 2.0, 2.0, 2.0, 1
5.0, 2.0, 2.0, 3.0, 1
5.0, 2.0, 2.0, 4.0, 1
5.0, 2.0, 2.0, 5.0, 2
5.0, 2.0, 3.0, 1.0, 1
5.0, 2.0, 3.0, 2.0, 1
5.0, 2.0, 3.0, 3.0, 1
5.0, 2.0, 3.0, 4.0, 3
5.0, 2.0, 3.0, 5.0, 3
5.0, 2.0, 4.0, 1.0, 1
5.0, 2.0, 4.0, 2.0, 1
5.0, 2.0, 4.0, 3.0, 3
5.0, 2.0, 4.0, 4.0, 3
5.0, 2.0, 4.0, 5.0, 3
5.0, 2.0, 5.0, 1.0, 1
5.0, 2.0, 5.0, 2.0, 2
5.0, 2.0, 5.0, 3.0, 3
5.0, 2.0, 5.0, 4.0, 3
5.0, 2.0, 5.0, 5.0, 3
5.0, 3.0, 1.0, 1.0, 1
5.0, 3.0, 1.0, 2.0, 1
5.0, 3.0, 1.0, 3.0, 1
5.0, 3.0, 1.0, 4.0, 1
5.0, 3.0, 1.0, 5.0, 1
5.0, 3.0, 2.0, 1.0, 1
5.0, 3.0, 2.0, 2.0, 1
5.0, 3.0, 2.0, 3.0, 1
5.0, 3.0, 2.0, 4.0, 1
5.0, 3.0, 2.0, 5.0, 1
5.0, 3.0, 3.0, 1.0, 1
5.0, 3.0, 3.0, 3.0, 1
5.0, 3.0, 3.0, 5.0, 2
5.0, 3.0, 4.0, 2.0, 1
5.0, 3.0, 4.0, 3.0, 1
5.0, 3.0, 4.0, 4.0, 3
5.0, 3.0, 4.0, 5.0, 3
5.0, 3.0, 5.0, 2.0, 1
5.0, 3.0, 5.0, 3.0, 2
5.0, 3.0, 5.0, 4.0, 3
5.0, 3.0, 5.0, 5.0, 3
5.0, 4.0, 1.0, 1.0, 1
5.0, 4.0, 1.0, 2.0, 1
5.0, 4.0, 1.0, 3.0, 1
5.0, 4.0, 1.0, 4.0, 1
5.0, 4.0, 1.0, 5.0, 1
5.0, 4.0, 2.0, 1.0, 1
5.0, 4.0, 2.0, 2.0, 1
5.0, 4.0, 2.0, 3.0, 1
5.0, 4.0, 2.0, 5.0, 1
5.0, 4.0, 3.0, 2.0, 1
5.0, 4.0, 3.0, 3.0, 1
5.0, 4.0, 3.0, 5.0, 1
5.0, 4.0, 4.0, 1.0, 1
5.0, 4.0, 4.0, 2.0, 1
5.0, 4.0, 4.0, 3.0, 1
5.0, 4.0, 4.0, 4.0, 1
5.0, 4.0, 4.0, 5.0, 2
5.0, 4.0, 5.0, 1.0, 1
5.0, 4.0, 5.0, 2.0, 1
5.0, 4.0, 5.0, 3.0, 1
5.0, 4.0, 5.0, 4.0, 2
5.0, 4.0, 5.0, 5.0, 3
5.0, 5.0, 1.0, 1.0, 1
5.0, 5.0, 1.0, 2.0, 1
5.0, 5.0, 1.0, 3.0, 1
5.0, 5.0, 1.0, 4.0, 1
5.0, 5.0, 1.0, 5.0, 1
5.0, 5.0, 2.0, 1.0, 1
5.0, 5.0, 2.0, 2.0, 1
5.0, 5.0, 2.0, 3.0, 1
5.0, 5.0, 2.0, 4.0, 1
5.0, 5.0, 2.0, 5.0, 1
5.0, 5.0, 3.0, 1.0, 1
5.0, 5.0, 3.0, 2.0, 1
5.0, 5.0, 3.0, 3.0, 1
5.0, 5.0, 3.0, 5.0, 1
5.0, 5.0, 4.0, 1.0, 1
5.0, 5.0, 4.0, 2.0, 1
5.0, 5.0, 4.0, 3.0, 1
5.0, 5.0, 4.0, 4.0, 1
5.0, 5.0, 4.0, 5.0, 1
5.0, 5.0, 5.0, 1.0, 1
5.0, 5.0, 5.0, 2.0, 1
5.0, 5.0, 5.0, 4.0, 1
5.0, 5.0, 5.0, 5.0, 2
1.0, 1.0, 3.0, 2.0, 3
1.0, 3.0, 3.0, 3.0, 3
1.0, 3.0, 4.0, 4.0, 3
1.0, 4.0, 2.0, 1.0, 1
1.0, 4.0, 5.0, 1.0, 3
1.0, 4.0, 5.0, 3.0, 3
1.0, 5.0, 2.0, 3.0, 3
1.0, 5.0, 4.0, 3.0, 3
1.0, 5.0, 5.0, 2.0, 3
1.0, 5.0, 5.0, 5.0, 3
2.0, 1.0, 1.0, 3.0, 3
2.0, 1.0, 3.0, 3.0, 3
2.0, 1.0, 4.0, 2.0, 3
2.0, 2.0, 4.0, 2.0, 3
2.0, 3.0, 2.0, 1.0, 1
2.0, 3.0, 2.0, 3.0, 2
2.0, 4.0, 2.0, 2.0, 1
2.0, 4.0, 4.0, 3.0, 3
2.0, 4.0, 5.0, 2.0, 3
2.0, 5.0, 3.0, 4.0, 3
2.0, 5.0, 3.0, 5.0, 3
2.0, 5.0, 4.0, 4.0, 3
3.0, 1.0, 3.0, 1.0, 2
3.0, 1.0, 3.0, 5.0, 3
3.0, 1.0, 4.0, 4.0, 3
3.0, 2.0, 3.0, 1.0, 1
3.0, 2.0, 3.0, 4.0, 3
3.0, 2.0, 4.0, 1.0, 1
3.0, 2.0, 4.0, 5.0, 3
3.0, 3.0, 1.0, 2.0, 1
3.0, 3.0, 1.0, 3.0, 1
3.0, 3.0, 1.0, 5.0, 1
3.0, 3.0, 2.0, 3.0, 1
3.0, 3.0, 2.0, 4.0, 1
3.0, 3.0, 4.0, 2.0, 1
3.0, 3.0, 5.0, 4.0, 3
3.0, 4.0, 3.0, 2.0, 1
3.0, 5.0, 5.0, 3.0, 2
4.0, 1.0, 2.0, 1.0, 1
4.0, 1.0, 2.0, 3.0, 3
4.0, 1.0, 3.0, 4.0, 3
4.0, 1.0, 3.0, 5.0, 3
4.0, 1.0, 5.0, 1.0, 3
4.0, 2.0, 4.0, 3.0, 3
4.0, 3.0, 2.0, 1.0, 1
4.0, 3.0, 2.0, 2.0, 1
4.0, 3.0, 3.0, 1.0, 1
4.0, 4.0, 3.0, 2.0, 1
4.0, 4.0, 4.0, 4.0, 2
4.0, 4.0, 5.0, 5.0, 3
4.0, 5.0, 3.0, 3.0, 1
4.0, 5.0, 4.0, 5.0, 2
4.0, 5.0, 5.0, 2.0, 1
5.0, 2.0, 2.0, 1.0, 1
5.0, 3.0, 3.0, 2.0, 1
5.0, 3.0, 3.0, 4.0, 1
5.0, 3.0, 4.0, 1.0, 1
5.0, 3.0, 5.0, 1.0, 1
5.0, 4.0, 2.0, 4.0, 1
5.0, 4.0, 3.0, 1.0, 1
