@relation titanic-10-7tst.dat
@attribute Class real [-1.87, 0.965]
@attribute Age real [-0.228, 4.38]
@attribute Sex real [-1.92, 0.521]
@attribute Survived real [-1.0, 1.0]
@inputs Class, Age, Sex
@outputs Survived
@data
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
0.3340388007054673, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
0.3340388007054673, 1.0, 1.0, 1.0
0.3340388007054673, 1.0, 0.0, 1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, 1.0
0.3340388007054673, 0.0, 0.0, 1.0
0.3340388007054673, 0.0, 1.0, -1.0
0.0, 0.0, 0.0, 1.0
0.6671604938271605, 0.0, 0.0, -1.0
0.6671604938271605, 1.0, 0.0, -1.0
0.0, 0.0, 0.0, 1.0
1.0, 0.0, 1.0, 1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
0.6671604938271605, 1.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 0.0, 1.0
1.0, 0.0, 1.0, 1.0
0.0, 0.0, 0.0, 1.0
0.0, 0.0, 0.0, 1.0
0.0, 0.0, 1.0, 1.0
1.0, 0.0, 1.0, 1.0
1.0, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, 1.0
1.0, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 0.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
0.3340388007054673, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, 1.0
0.6671604938271605, 0.0, 1.0, -1.0
0.0, 0.0, 0.0, 1.0
1.0, 0.0, 1.0, -1.0
0.0, 0.0, 0.0, 1.0
0.3340388007054673, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, 1.0
1.0, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, 1.0
0.6671604938271605, 0.0, 0.0, 1.0
0.0, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
0.6671604938271605, 1.0, 0.0, -1.0
1.0, 0.0, 1.0, 1.0
1.0, 0.0, 1.0, 1.0
1.0, 0.0, 1.0, -1.0
0.3340388007054673, 0.0, 1.0, -1.0
0.6671604938271605, 1.0, 0.0, -1.0
1.0, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, 1.0
1.0, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
0.0, 0.0, 0.0, 1.0
1.0, 0.0, 1.0, 1.0
1.0, 0.0, 1.0, -1.0
0.0, 0.0, 0.0, 1.0
0.0, 0.0, 0.0, 1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, 1.0
0.6671604938271605, 0.0, 0.0, 1.0
0.0, 0.0, 0.0, 1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
0.0, 0.0, 1.0, -1.0
0.3340388007054673, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 0.0, -1.0
0.3340388007054673, 0.0, 0.0, 1.0
0.6671604938271605, 1.0, 0.0, -1.0
0.3340388007054673, 0.0, 0.0, 1.0
1.0, 0.0, 1.0, -1.0
0.3340388007054673, 0.0, 0.0, 1.0
0.6671604938271605, 0.0, 0.0, 1.0
1.0, 0.0, 1.0, 1.0
1.0, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
0.6671604938271605, 1.0, 0.0, 1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, 1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
0.3340388007054673, 0.0, 0.0, -1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
0.0, 0.0, 0.0, -1.0
0.6671604938271605, 1.0, 1.0, -1.0
0.6671604938271605, 0.0, 0.0, -1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
0.3340388007054673, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 0.0, -1.0
0.0, 0.0, 0.0, 1.0
0.6671604938271605, 0.0, 0.0, -1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
0.3340388007054673, 0.0, 0.0, 1.0
1.0, 0.0, 1.0, -1.0
0.3340388007054673, 0.0, 0.0, 1.0
1.0, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
1.0, 0.0, 0.0, 1.0
0.6671604938271605, 0.0, 1.0, 1.0
0.0, 0.0, 1.0, 1.0
0.6671604938271605, 0.0, 1.0, 1.0
0.3340388007054673, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, 1.0
0.6671604938271605, 0.0, 0.0, -1.0
1.0, 0.0, 1.0, -1.0
0.0, 0.0, 0.0, 1.0
1.0, 0.0, 1.0, -1.0
0.6671604938271605, 1.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, 1.0
1.0, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, 1.0
1.0, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
0.6671604938271605, 1.0, 0.0, -1.0
1.0, 0.0, 1.0, -1.0
0.6671604938271605, 1.0, 1.0, 1.0
0.6671604938271605, 0.0, 1.0, 1.0
1.0, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
0.3340388007054673, 0.0, 1.0, 1.0
0.0, 0.0, 1.0, -1.0
0.6671604938271605, 1.0, 1.0, -1.0
0.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, 1.0
1.0, 0.0, 1.0, 1.0
0.0, 0.0, 1.0, -1.0
0.0, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
0.3340388007054673, 0.0, 0.0, 1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
0.6671604938271605, 0.0, 1.0, -1.0
1.0, 0.0, 1.0, -1.0
